,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
501,Kabuto,Tentacool,Gligar,Toxicroak,Espeon,Petilil,Smoochum,Munna,Cherrim,Sandshrew,Omanyte,Kommo-o,Glalie,Hypno,Salamence,Metagross,Empoleon,Roserade,Cherrim,Dodrio,Drifblim,Honchkrow,Garchomp,Lucario,Toxicroak,Noctowl,Togekiss,Porygon-Z,Gallade,Serperior,Emboar
502,Sawk,Wishiwashi,Clamperl,Yamask,Ampharos,Bronzong,Slugma,Taillow,Duskull,Lairon,Froslass,Vaporeon,Bisharp,Malamar,Blaziken,Crawdaunt,Arcanine,Greninja,Empoleon,Blastoise,Houndoom,Swampert,Incineroar,Manectric,Wailord,Tyranitar,Typhlosion,Politoed,Poliwrath,Excadrill,Metagross
503,Amaura,Togekiss,Delibird,Swirlix,Vikavolt,Spinarak,Dedenne,Gulpin,Tropius,Chikorita,Wartortle,Garchomp,Metagross,Stoutland,Gengar,Slaking,Cinccino,Manectric,Tyranitar,Delphox,Glalie,Audino,Lopunny,Furfrou,Muk,Swalot,Silvally,Magnezone,Bronzong,Cryogonal,Gardevoir
504,Croconaw,Vikavolt,Luxio,Seel,Medicham,Teddiursa,Musharna,Florges,Cacturne,Carvanha,Combusken,Slaking,Silvally,Metagross,Excadrill,Lopunny,Aerodactyl,Porygon-Z,Floette,Gyarados,Krookodile,Kangaskhan,Magmortar,Florges,Tauros,Drifblim,Diggersby,Braviary,Stoutland,Charizard,Empoleon
505,Clefairy,Hitmonlee,Marill,Basculin,Sealeo,Sliggoo,Chinchou,Zorua,Boldore,Machoke,Gloom,Florges,Alakazam,Metagross,Goodra,Grumpig,Swampert,Haxorus,Floette,Venusaur,Seismitoad,Espeon,Silvally,Kommo-o,Mr. Mime,Toxicroak,Medicham,Passimian,Nidoqueen,Banette,Heracross
506,Rotom,Larvesta,Corsola,Prinplup,Magby,Castform,Bibarel,Bulbasaur,Decidueye,Shellos,Azurill,Slaking,Scizor,Garchomp,Venusaur,Stoutland,Dragonite,Floette,Hydreigon,Goodra,Yanmega,Tyrantrum,Tyranitar,Metagross,Porygon-Z,Malamar,Kangaskhan,Kommo-o,Lopunny,Absol,Krookodile
507,Volbeat,Samurott,Grovyle,Durant,Charmeleon,Surskit,Toxicroak,Shelgon,Tsareena,Elekid,Squirtle,Gardevoir,Metagross,Meowstic,Alakazam,Gengar,Crobat,Slaking,Silvally,Archeops,Floette,Haxorus,Kangaskhan,Espeon,Electivire,Comfey,Grumpig,Manectric,Banette,Lucario,Altaria
508,Diglett,Bulbasaur,Seismitoad,Dusknoir,Bayleef,Kingler,Probopass,Swoobat,Porygon-Z,Doublade,Purrloin,Greninja,Sharpedo,Metagross,Hydreigon,Krookodile,Manectric,Garchomp,Tyranitar,Blaziken,Simipour,Sceptile,Togedemaru,Gallade,Electabuzz,Arcanine,Zebstrika,Lucario,Excadrill,Jellicent,Empoleon
509,Torchic,Drowzee,Spiritomb,Unfezant,Magikarp,Meowstic,Hariyama,Florges,Charmeleon,Azurill,Chansey,Aerodactyl,Excadrill,Delphox,Archeops,Houndoom,Slaking,Charizard,Milotic,Darmanitan,Gyarados,Greninja,Swampert,Silvally,Metagross,Sceptile,Floette,Tauros,Manectric,Blastoise,Gallade
510,Bunnelby,Toxapex,Nidorino,Carvanha,Feraligatr,Chatot,Simisear,Skitty,Jigglypuff,Golem,Clamperl,Lucario,Gardevoir,Aerodactyl,Sharpedo,Simipour,Greninja,Floatzel,Starmie,Kangaskhan,Archeops,Slaking,Jolteon,Tentacruel,Raichu,Vaporeon,Salamence,Gallade,Crobat,Typhlosion,Charizard
511,Haxorus,Type: Null,Aerodactyl,Natu,Bronzor,Jellicent,Nidoran♂,Scrafty,Walrein,Magneton,Ekans,Lilligant,Passimian,Greninja,Tsareena,Simisage,Slaking,Luxray,Kommo-o,Sawk,Gogoat,Goodra,Decidueye,Sharpedo,Blastoise,Banette,Floette,Hydreigon,Malamar,Simipour,Swampert
512,Beedrill,Duskull,Buneary,Charizard,Electrode,Steenee,Slakoth,Slakoth,Sudowoodo,Ivysaur,Tirtouga,Tyrantrum,Espeon,Hypno,Toxicroak,Garchomp,Kangaskhan,Bronzong,Gyarados,Klinklang,Empoleon,Klefki,Metagross,Banette,Flygon,Alakazam,Slaking,Venusaur,Blaziken,Kommo-o,Bisharp
513,Snorlax,Beldum,Joltik,Doduo,Houndoom,Hakamo-o,Venusaur,Mime Jr.,Skuntank,Larvesta,Fraxure,Garchomp,Salamence,Silvally,Espeon,Slaking,Jynx,Typhlosion,Excadrill,Honchkrow,Skarmory,Metagross,Scizor,Klinklang,Glalie,Toxicroak,Xatu,Gliscor,Girafarig,Kommo-o,Bisharp
514,Carnivine,Froakie,Espeon,Surskit,Staraptor,Venusaur,Octillery,Starly,Vespiquen,Vespiquen,Infernape,Salamence,Alakazam,Metagross,Aegislash,Noivern,Altaria,Goodra,Hydreigon,Garchomp,Slaking,Drifblim,Kommo-o,Dragonite,Gallade,Hawlucha,Tauros,Swellow,Pidgeot,Haxorus,Dragalge
515,Kecleon,Gastrodon,Kommo-o,Pancham,Simipour,Staryu,Makuhita,Hoothoot,Eelektross,Poliwag,Tyrantrum,Gliscor,Floette,Electivire,Sawk,Metagross,Gallade,Grumpig,Gardevoir,Garchomp,Haxorus,Houndoom,Simisear,Steelix,Magmar,Bewear,Vanilluxe,Dugtrio,Meganium,Krookodile,Lucario
516,Cubchoo,Magby,Dusclops,Honchkrow,Rattata,Beartic,Alomomola,Greninja,Togetic,Starmie,Snorunt,Hydreigon,Goodra,Slaking,Lopunny,Kommo-o,Altaria,Snorlax,Electrode,Dragonite,Manectric,Greninja,Silvally,Venusaur,Kangaskhan,Garchomp,Gogoat,Aerodactyl,Sceptile,Lanturn,Ferrothorn
517,Skitty,Deino,Toxapex,Chandelure,Gastly,Wormadam,Dusclops,Cacturne,Jangmo-o,Simisear,Electrike,Absol,Dragonite,Infernape,Lopunny,Noivern,Houndoom,Goodra,Pidgeot,Blaziken,Typhlosion,Charizard,Arcanine,Archeops,Emboar,Heatmor,Incineroar,Darmanitan,Hawlucha,Mienshao,Simisear
518,Donphan,Tauros,Masquerain,Oranguru,Alomomola,Unfezant,Komala,Steelix,Zoroark,Diglett,Spoink,Salamence,Blaziken,Aerodactyl,Sceptile,Minior,Greninja,Jolteon,Floatzel,Heliolisk,Scolipede,Lucario,Slaking,Manectric,Hawlucha,Houndoom,Cryogonal,Archeops,Absol,Beedrill,Arcanine
519,Rapidash,Aurorus,Manectric,Araquanid,Poliwhirl,Ampharos,Bisharp,Shinx,Persian,Girafarig,Jynx,Tyranitar,Kangaskhan,Slaking,Blaziken,Salamence,Sceptile,Garchomp,Incineroar,Shiftry,Hawlucha,Greninja,Hydreigon,Floette,Houndoom,Mienshao,Swampert,Tauros,Lucario,Mamoswine,Steelix
520,Carnivine,Cutiefly,Emboar,Escavalier,Hariyama,Tyrunt,Piplup,Gastrodon,Shuppet,Tangela,Snorunt,Sceptile,Florges,Venusaur,Gardevoir,Gogoat,Meganium,Decidueye,Scizor,Sliggoo,Vileplume,Tsareena,Metagross,Glalie,Simisage,Togekiss,Floette,Malamar,Goodra,Garchomp,Grumpig
521,Aurorus,Smoochum,Phione,Flabébé,Aipom,Zoroark,Kingdra,Bastiodon,Zangoose,Brionne,Kingdra,Sceptile,Slaking,Garchomp,Hydreigon,Floette,Haxorus,Metagross,Salamence,Kommo-o,Lucario,Klefki,Gallade,Flygon,Gardevoir,Serperior,Espeon,Pidgeot,Hawlucha,Slurpuff,Noivern
522,Sudowoodo,Kricketot,Parasect,Mudkip,Golett,Hoppip,Jolteon,Gothorita,Unfezant,Honedge,Munchlax,Tyranitar,Salamence,Silvally,Kangaskhan,Slaking,Garchomp,Metagross,Aerodactyl,Hydreigon,Electivire,Steelix,Lopunny,Alakazam,Volcarona,Chandelure,Tauros,Krookodile,Emboar,Gardevoir,Snorlax
523,Houndoom,Dewpider,Forretress,Larvesta,Luxray,Phione,Togepi,Aggron,Anorith,Prinplup,Togetic,Rotom,Metagross,Electivire,Gyarados,Torterra,Simipour,Venusaur,Garchomp,Kommo-o,Floatzel,Raichu,Flygon,Heliolisk,Blastoise,Lanturn,Ampharos,Electabuzz,Manectric,Feraligatr,Zebstrika
524,Doduo,Makuhita,Luxray,Eelektrik,Chespin,Braviary,Machamp,Gurdurr,Chimecho,Kricketune,Litten,Salamence,Aerodactyl,Slaking,Metagross,Manectric,Glalie,Charizard,Blaziken,Pidgeot,Silvally,Houndoom,Arcanine,Dragonite,Lucario,Jolteon,Blastoise,Klinklang,Kommo-o,Gyarados,Drifblim
525,Kabuto,Dusknoir,Venonat,Roggenrola,Conkeldurr,Swadloon,Seaking,Binacle,Dusclops,Roserade,Passimian,Alakazam,Salamence,Espeon,Metagross,Gardevoir,Venusaur,Kadabra,Silvally,Crobat,Garchomp,Noivern,Pidgeot,Haxorus,Floette,Dragonite,Staraptor,Slaking,Decidueye,Gallade,Swanna
526,Sandile,Roggenrola,Volcarona,Abomasnow,Poliwag,Horsea,Mr. Mime,Eelektross,Sawk,Chansey,Corsola,Garchomp,Metagross,Flygon,Gengar,Espeon,Gardevoir,Greninja,Tyranitar,Gliscor,Floette,Kangaskhan,Salamence,Slaking,Delphox,Simisage,Meowstic,Serperior,Sigilyph,Alakazam,Gyarados
527,Bonsly,Riolu,Rowlet,Armaldo,Ampharos,Bellossom,Grovyle,Emolga,Forretress,Lotad,Gothita,Salamence,Metagross,Goodra,Delphox,Gengar,Ninetales,Dragonite,Rapidash,Venusaur,Noivern,Garchomp,Simisear,Incineroar,Slaking,Alakazam,Cryogonal,Emboar,Arcanine,Gallade,Silvally
528,Mr. Mime,Skiddo,Trubbish,Snorunt,Vigoroth,Chespin,Mimikyu,Beedrill,Goldeen,Bayleef,Typhlosion,Archeops,Aerodactyl,Slaking,Crobat,Salamence,Tyranitar,Pyroar,Alakazam,Houndoom,Metagross,Charizard,Gengar,Kangaskhan,Minior,Garchomp,Noivern,Hawlucha,Tauros,Furfrou,Hydreigon
529,Dwebble,Croagunk,Growlithe,Swinub,Metang,Oricorio,Stunky,Noibat,Scatterbug,Caterpie,Noivern,Tyranitar,Dedenne,Probopass,Greninja,Manectric,Kangaskhan,Slaking,Magnezone,Empoleon,Aggron,Bastiodon,Metagross,Carbink,Silvally,Weavile,Aurorus,Primarina,Gengar,Alakazam,Aerodactyl
530,Galvantula,Voltorb,Mimikyu,Beedrill,Gulpin,Tyrogue,Tynamo,Floatzel,Fletchinder,Salamence,Swellow,Metagross,Alakazam,Crobat,Floette,Aromatisse,Tyranitar,Aerodactyl,Ampharos,Slurpuff,Sylveon,Lopunny,Slaking,Gardevoir,Clefable,Manectric,Magnezone,Salamence,Klinklang,Lapras,Aggron
531,Absol,Jumpluff,Vaporeon,Trapinch,Buizel,Vanillish,Golurk,Shinx,Beartic,Cacturne,Gastly,Sharpedo,Sawk,Bewear,Pyroar,Pinsir,Empoleon,Greninja,Blaziken,Sceptile,Mienshao,Kingdra,Lucario,Kommo-o,Crobat,Aegislash,Magnezone,Tyranitar,Leavanny,Infernape,Talonflame
532,Delibird,Zubat,Klinklang,Vigoroth,Qwilfish,Crawdaunt,Jynx,Haxorus,Spritzee,Charmeleon,Sawk,Lucario,Gengar,Slaking,Sceptile,Tauros,Floette,Beedrill,Manectric,Swellow,Pinsir,Blaziken,Gardevoir,Noivern,Dodrio,Glalie,Hawlucha,Typhlosion,Staraptor,Scolipede,Hydreigon
533,Zangoose,Dusclops,Machop,Pansear,Sandshrew,Corsola,Poliwrath,Kirlia,Swoobat,Houndour,Magby,Salamence,Metagross,Floette,Electivire,Electabuzz,Slaking,Garchomp,Jolteon,Dragonite,Gardevoir,Blastoise,Goodra,Hydreigon,Manectric,Lopunny,Espeon,Altaria,Starmie,Rotom,Dedenne
534,Dugtrio,Mightyena,Pinsir,Mothim,Inkay,Jynx,Metagross,Wormadam,Bellsprout,Bouffalant,Croconaw,Bisharp,Honchkrow,Tyranitar,Greninja,Skuntank,Umbreon,Mandibuzz,Pangoro,Malamar,Incineroar,Drapion,Scrafty,Sharpedo,Krookodile,Metagross,Mightyena,Scizor,Jolteon,Absol,Arcanine
535,Mareep,Avalugg,Yanma,Exeggcute,Spearow,Kecleon,Pupitar,Noibat,Dusclops,Togedemaru,Hypno,Tyranitar,Gardevoir,Salamence,Metagross,Krookodile,Pinsir,Garchomp,Charizard,Sceptile,Kangaskhan,Skuntank,Pangoro,Bisharp,Dragonite,Swampert,Hydreigon,Slaking,Greninja,Exploud,Gogoat
536,Bulbasaur,Liepard,Gible,Abomasnow,Farfetch'd,Lurantis,Pignite,Electivire,Shieldon,Cradily,Bidoof,Goodra,Salamence,Garchomp,Kommo-o,Slaking,Hydreigon,Metagross,Sceptile,Kangaskhan,Haxorus,Darmanitan,Floette,Charizard,Nidoqueen,Chesnaught,Tyranitar,Lucario,Lopunny,Alakazam,Excadrill
537,Gardevoir,Spoink,Nidorina,Slowpoke,Larvesta,Dugtrio,Goldeen,Nidorina,Wurmple,Machop,Exeggcute,Torterra,Leafeon,Yanmega,Togekiss,Magmortar,Electivire,Tangrowth,Lickilicky,Weavile,Abomasnow,Mantyke,Lumineon,Carnivine,Toxicroak,Drapion,Skorupi,Hippowdon,Lucario,Lopunny,Mismagius
538,Simipour,Corsola,Archeops,Flareon,Spoink,Illumise,Snivy,Luxio,Cacnea,Avalugg,Vanillite,Kommo-o,Ampharos,Simisear,Stoutland,Herdier,Emboar,Serperior,Phione,Froslass,Probopass,Gallade,Espeon,Umbreon,Simipour,Murkrow,Glaceon,Forretress,Magmortar,Steelix,Electivire
539,Furret,Starmie,Sunflora,Tentacool,Poliwag,Wimpod,Flaaffy,Kirlia,Incineroar,Charmander,Spewpa,Kommo-o,Feraligatr,Nidoqueen,Primarina,Aerodactyl,Wailord,Darmanitan,Vaporeon,Gyarados,Seadra,Kangaskhan,Tyrantrum,Whiscash,Lycanroc,Seismitoad,Palpitoad,Arcanine,Zebstrika,Salamence,Simipour
540,Duosion,Leafeon,Cubchoo,Passimian,Camerupt,Snivy,Clefairy,Mareanie,Vanillish,Emboar,Aggron,Blastoise,Jellicent,Gyarados,Politoed,Samurott,Milotic,Starmie,Simipour,Phione,Greninja,Gardevoir,Typhlosion,Blaziken,Swampert,Charizard,Feraligatr,Excadrill,Garchomp,Golduck,Bruxish
541,Magcargo,Froakie,Basculin,Skrelp,Jigglypuff,Meditite,Swampert,Drapion,Kirlia,Pikachu,Donphan,Slaking,Salamence,Chesnaught,Swanna,Venusaur,Dragonite,Blastoise,Togekiss,Gyarados,Lucario,Swampert,Yanmega,Simisage,Leafeon,Noivern,Aerodactyl,Hawlucha,Meganium,Serperior,Hydreigon
542,Jigglypuff,Salazzle,Dewpider,Crabominable,Cacturne,Audino,Persian,Simisear,Weavile,Hawlucha,Binacle,Manectric,Jellicent,Gengar,Tyranitar,Aerodactyl,Omastar,Swampert,Greninja,Darmanitan,Carracosta,Blastoise,Relicanth,Lopunny,Slaking,Salamence,Talonflame,Lucario,Primarina,Blaziken,Poliwrath
543,Spheal,Crabominable,Croconaw,Chimchar,Houndoom,Mamoswine,Banette,Marill,Vanillish,Plusle,Buizel,Haxorus,Slaking,Greninja,Simisage,Kangaskhan,Krookodile,Absol,Hydreigon,Salamence,Porygon-Z,Dragonite,Simipour,Kadabra,Miltank,Floette,Garchomp,Tauros,Espeon,Metagross,Pidgeot
544,Tangrowth,Crobat,Furret,Manectric,Swoobat,Luxio,Bouffalant,Conkeldurr,Armaldo,Girafarig,Chikorita,Salamence,Metagross,Klefki,Alakazam,Kangaskhan,Aegislash,Mienshao,Delphox,Medicham,Garchomp,Lucario,Klinklang,Kommo-o,Silvally,Decidueye,Yanmega,Sharpedo,Trevenant,Magnezone,Gliscor
545,Kingdra,Marowak,Dustox,Sawk,Drampa,Exploud,Gurdurr,Fearow,Venomoth,Mothim,Tympole,Drifblim,Metagross,Salamence,Kadabra,Slaking,Espeon,Gardevoir,Manectric,Gyarados,Scizor,Aegislash,Hawlucha,Altaria,Alakazam,Delphox,Garchomp,Klinklang,Meowstic,Greninja,Gallade
546,Wormadam,Panpour,Spoink,Gallade,Mudkip,Vanilluxe,Mismagius,Bruxish,Sandslash,Cubone,Gogoat,Pinsir,Metagross,Goodra,Venusaur,Hydreigon,Sceptile,Tyranitar,Floette,Gogoat,Dragonite,Serperior,Salamence,Alakazam,Shiftry,Dodrio,Whimsicott,Flygon,Aerodactyl,Gengar,Bellossom
547,Aromatisse,Comfey,Machamp,Teddiursa,Camerupt,Aromatisse,Carvanha,Espurr,Hitmonlee,Chesnaught,Castform,Gengar,Slaking,Arcanine,Metagross,Salazzle,Gardevoir,Typhlosion,Volcarona,Delphox,Pidgeot,Kadabra,Simisear,Charizard,Decidueye,Floette,Sigilyph,Pinsir,Dragonite,Heracross,Haxorus
548,Aurorus,Pidgeot,Azurill,Cherrim,Clawitzer,Elgyem,Grimer,Machop,Reuniclus,Hoppip,Shuckle,Honchkrow,Ampharos,Scizor,Hypno,Incineroar,Sharpedo,Blastoise,Metagross,Slaking,Gardevoir,Skuntank,Spiritomb,Malamar,Banette,Empoleon,Drapion,Magnezone,Murkrow,Hydreigon,Houndoom
549,Primeape,Klang,Farfetch'd,Walrein,Growlithe,Spinarak,Arcanine,Minccino,Jolteon,Venusaur,Trumbeak,Goodra,Garchomp,Delphox,Slaking,Salamence,Kangaskhan,Haxorus,Gardevoir,Darmanitan,Alakazam,Metagross,Dragonite,Flygon,Gengar,Hydreigon,Aerodactyl,Arcanine,Lopunny,Blaziken,Houndoom
550,Clauncher,Maractus,Togepi,Noibat,Diggersby,Geodude,Galvantula,Magmar,Dhelmise,Helioptile,Fennekin,Salamence,Hydreigon,Tyranitar,Slaking,Haxorus,Metagross,Goodra,Noivern,Darmanitan,Garchomp,Archeops,Alakazam,Houndoom,Aerodactyl,Sawsbuck,Greninja,Espeon,Kommo-o,Arcanine,Absol
551,Phantump,Larvitar,Exploud,Tyrantrum,Woobat,Flareon,Pinsir,Espeon,Slowpoke,Magmar,Cranidos,Alakazam,Salamence,Talonflame,Salazzle,Noivern,Gengar,Greninja,Tauros,Dodrio,Pidgeot,Swellow,Archeops,Altaria,Garchomp,Manectric,Arcanine,Hawlucha,Crobat,Typhlosion,Slaking
552,Miltank,Onix,Magmar,Dewgong,Crawdaunt,Furfrou,Staravia,Fennekin,Bisharp,Shelmet,Surskit,Sharpedo,Garchomp,Mienshao,Greninja,Milotic,Slaking,Scizor,Tyranitar,Hydreigon,Absol,Blaziken,Kommo-o,Tauros,Charizard,Blastoise,Lopunny,Jolteon,Arcanine,Houndoom,Talonflame
553,Magcargo,Honedge,Sliggoo,Beldum,Phantump,Rockruff,Komala,Klink,Seedot,Simisear,Patrat,Lopunny,Absol,Swampert,Tyranitar,Kangaskhan,Samurott,Blastoise,Garchomp,Salamence,Jellicent,Passimian,Infernape,Mienshao,Hawlucha,Mismagius,Floatzel,Slaking,Hydreigon,Typhlosion,Blaziken
554,Frillish,Growlithe,Vibrava,Aipom,Makuhita,Nidorina,Skarmory,Watchog,Barbaracle,Cherubi,Krokorok,Blastoise,Simipour,Slaking,Tyranitar,Klinklang,Kommo-o,Garchomp,Kingdra,Hydreigon,Salamence,Altaria,Raichu,Floette,Gyarados,Sharpedo,Milotic,Greninja,Floatzel,Golduck,Manectric
555,Mudbray,Octillery,Cascoon,Samurott,Leafeon,Metapod,Cranidos,Croconaw,Illumise,Axew,Panpour,Torterra,Ludicolo,Nuzleaf,Shiftry,Gardevoir,Breloom,Vigoroth,Slaking,Exploud,Delcatty,Roselia,Milotic,Banette,Metagross,Empoleon,Staraptor,Luxray,Roserade,Sceptile,Tyranitar
556,Elekid,Omastar,Misdreavus,Ducklett,Steelix,Pawniard,Tentacool,Axew,Piplup,Electrode,Seedot,Heracross,Garchomp,Rotom,Meganium,Kangaskhan,Tyranitar,Excadrill,Hydreigon,Chesnaught,Umbreon,Slaking,Venusaur,Serperior,Gogoat,Tsareena,Scizor,Nidoqueen,Porygon-Z,Gliscor,Blaziken
557,Hypno,Venomoth,Karrablast,Milotic,Gurdurr,Tentacool,Garbodor,Tirtouga,Exploud,Volcarona,Ekans,Garchomp,Alakazam,Blastoise,Delphox,Greninja,Salamence,Goodra,Swampert,Slaking,Tyranitar,Altaria,Kangaskhan,Milotic,Kingdra,Empoleon,Jellicent,Simipour,Metagross,Espeon,Sharpedo
558,Tyrogue,Spheal,Braixen,Breloom,Poliwag,Shieldon,Garbodor,Floatzel,Gothita,Oshawott,Whismur,Gyarados,Slaking,Venusaur,Blastoise,Zebstrika,Goodra,Kingdra,Empoleon,Crobat,Metagross,Kommo-o,Haxorus,Starmie,Hawlucha,Garchomp,Gengar,Druddigon,Weavile,Tyranitar,Greninja
559,Phanpy,Voltorb,Phantump,Tyrogue,Arbok,Horsea,Slurpuff,Vileplume,Smoochum,Jumpluff,Piloswine,Simisear,Charizard,Metagross,Kangaskhan,Slaking,Scizor,Flareon,Delphox,Gardevoir,Torracat,Chandelure,Salazzle,Arcanine,Heatmor,Lopunny,Quilava,Gengar,Ninetales,Blaziken,Typhlosion
560,Bronzong,Feebas,Nidorina,Mudbray,Mareanie,Girafarig,Grovyle,Omastar,Lileep,Sandshrew,Castform,Mienshao,Metagross,Hydreigon,Salamence,Decidueye,Lucario,Goodra,Alakazam,Scizor,Haxorus,Simisage,Absol,Flygon,Leafeon,Garchomp,Slaking,Leavanny,Ferrothorn,Gallade,Kangaskhan
561,Swellow,Mareep,Meowth,Magby,Ribombee,Piplup,Chesnaught,Beheeyem,Delibird,Fomantis,Buneary,Gardevoir,Pinsir,Floette,Metagross,Salamence,Noivern,Scizor,Pidgeot,Xatu,Espeon,Aegislash,Slaking,Goodra,Togekiss,Charizard,Sigilyph,Typhlosion,Drapion,Starmie,Scyther
562,Gogoat,Chimecho,Spoink,Victreebel,Hoppip,Vaporeon,Staravia,Omastar,Flygon,Simipour,Cascoon,Serperior,Sceptile,Jumpluff,Salamence,Simisage,Gogoat,Goodra,Leavanny,Gyarados,Cherrim,Decidueye,Gallade,Greninja,Tangrowth,Tsareena,Whimsicott,Ludicolo,Haxorus,Garchomp,Metagross
563,Drilbur,Vaporeon,Litleo,Accelgor,Crobat,Whirlipede,Luvdisc,Duosion,Spritzee,Scraggy,Lombre,Kommo-o,Lanturn,Zebstrika,Unfezant,Simipour,Simisear,Stoutland,Samurott,Politoed,Dewott,Emboar,Rotom,Yanma,Porygon-Z,Yanmega,Murkrow,Misdreavus,Electivire,Tangrowth,Lickilicky
564,Dragonair,Prinplup,Mightyena,Chimecho,Kricketot,Yungoos,Goldeen,Combee,Boldore,Gorebyss,Ducklett,Bulbasaur,Pidove,Tranquill,Unfezant,Blitzle,Zebstrika,Roggenrola,Boldore,Gigalith,Musharna,Woobat,Drilbur,Excadrill,Audino,Timburr,Gurdurr,Conkeldurr,Tympole,Palpitoad,Swoobat
565,Tentacool,Scyther,Primarina,Vileplume,Jangmo-o,Gogoat,Tynamo,Zebstrika,Tsareena,Drifblim,Wartortle,Hydreigon,Metagross,Slaking,Noivern,Crobat,Venusaur,Altaria,Goodra,Kommo-o,Ferrothorn,Volcarona,Skuntank,Mandibuzz,Garchomp,Leavanny,Delphox,Glalie,Amoonguss,Dragalge,Archeops
566,Comfey,Smoochum,Diglett,Ambipom,Breloom,Taillow,Cacnea,Audino,Camerupt,Starmie,Rowlet,Bisharp,Slaking,Scrafty,Empoleon,Hydreigon,Metagross,Tyranitar,Alakazam,Trevenant,Silvally,Torterra,Salamence,Kangaskhan,Decidueye,Banette,Pangoro,Mandibuzz,Florges,Bouffalant,Aerodactyl
567,Dratini,Cherubi,Shedinja,Heatmor,Steenee,Golurk,Lucario,Bronzong,Crabominable,Scraggy,Mamoswine,Greninja,Metagross,Passimian,Blaziken,Magmortar,Infernape,Delphox,Typhlosion,Lucario,Drifblim,Alakazam,Simisear,Houndoom,Swampert,Magmar,Hawlucha,Decidueye,Kommo-o,Charizard,Sawk
568,Blitzle,Poliwrath,Milotic,Oshawott,Krokorok,Solosis,Bagon,Torterra,Oshawott,Flygon,Cherubi,Dragonite,Slaking,Yanmega,Pinsir,Mothim,Braviary,Chesnaught,Altaria,Floette,Charizard,Metagross,Crobat,Skarmory,Golbat,Meganium,Butterfree,Swellow,Drifblim,Sigilyph,Sylveon
569,Deerling,Joltik,Tsareena,Hippopotas,Heatmor,Meganium,Mudsdale,Turtonator,Swoobat,Gogoat,Roggenrola,Salamence,Hydreigon,Aerodactyl,Gardevoir,Goodra,Garchomp,Altaria,Alakazam,Slaking,Gallade,Typhlosion,Haxorus,Houndoom,Kangaskhan,Floette,Mandibuzz,Florges,Noivern,Dragonite,Glalie
570,Spoink,Grumpig,Cacturne,Kricketot,Trapinch,Pansear,Herdier,Charjabug,Seedot,Lilligant,Bibarel,Venusaur,Blaziken,Metagross,Gardevoir,Dragonite,Salamence,Infernape,Hydreigon,Sceptile,Slaking,Altaria,Haxorus,Kommo-o,Garchomp,Lucario,Arcanine,Gengar,Charizard,Scizor,Floette
571,Gible,Swanna,Yanma,Carvanha,Vanilluxe,Furret,Spewpa,Salazzle,Lombre,Koffing,Chesnaught,Aegislash,Metagross,Salamence,Charizard,Haxorus,Espeon,Delphox,Typhlosion,Drifblim,Slaking,Skarmory,Lucario,Blaziken,Kangaskhan,Chandelure,Simisear,Arcanine,Gallade,Mienshao,Meowstic
572,Noivern,Grimer,Mime Jr.,Dugtrio,Lickitung,Lumineon,Carnivine,Dewott,Taillow,Ledyba,Lillipup,Venusaur,Gardevoir,Hydreigon,Salamence,Slaking,Goodra,Kangaskhan,Espeon,Alakazam,Pidgeot,Garchomp,Metagross,Sawsbuck,Leavanny,Furfrou,Haxorus,Decidueye,Kommo-o,Silvally,Altaria
573,Politoed,Prinplup,Muk,Grumpig,Seedot,Omanyte,Primeape,Porygon,Walrein,Primeape,Magby,Alakazam,Floatzel,Metagross,Gardevoir,Simipour,Pinsir,Banette,Serperior,Ambipom,Mienshao,Simisage,Manectric,Rotom,Espeon,Froslass,Toxicroak,Meowstic,Gyarados,Jellicent,Mismagius
574,Flygon,Porygon,Hoppip,Togedemaru,Electrike,Slaking,Magnezone,Mawile,Conkeldurr,Umbreon,Vanilluxe,Greninja,Mienshao,Lucario,Sceptile,Metagross,Gardevoir,Passimian,Delphox,Typhlosion,Infernape,Blaziken,Gallade,Slaking,Volcarona,Venusaur,Machamp,Salamence,Houndoom,Silvally,Kommo-o
575,Bidoof,Pinsir,Gorebyss,Seismitoad,Cubone,Golisopod,Castform,Starmie,Beldum,Simisear,Koffing,Salamence,Hydreigon,Greninja,Tyranitar,Gardevoir,Lopunny,Jolteon,Sharpedo,Metagross,Ampharos,Blastoise,Bisharp,Pidgeot,Gyarados,Sceptile,Slaking,Skuntank,Garchomp,Absol,Kangaskhan
576,Bellossom,Bewear,Trapinch,Magikarp,Minun,Gastly,Avalugg,Butterfree,Aromatisse,Krookodile,Mienfoo,Metagross,Slaking,Delphox,Floette,Silvally,Arcanine,Charizard,Gyarados,Glalie,Scizor,Greninja,Volcarona,Typhlosion,Espeon,Simisear,Gardevoir,Blaziken,Simipour,Floatzel,Durant
577,Duskull,Combusken,Yanmega,Oricorio,Pignite,Swinub,Type: Null,Krokorok,Croconaw,Musharna,Clefairy,Florges,Scizor,Hydreigon,Volcarona,Slaking,Simisage,Tauros,Lopunny,Braviary,Gogoat,Garchomp,Krookodile,Sharpedo,Floette,Slurpuff,Kangaskhan,Silvally,Porygon-Z,Gyarados,Lilligant
